YAL069W_mRNA	YAL069W
YCR084C_mRNA	YCR084C
YCR087C-A_mRNA	YCR087C-A
YCR090C_mRNA	YCR090C
YCR092C_mRNA	YCR092C
YCR095C_mRNA	YCR095C
YCR096C_mRNA	YCR096C
YCR098C_mRNA	YCR098C
YCR099C_mRNA	YCR099C
YCR100C_mRNA	YCR100C
YCR101C_mRNA	YCR101C
YCR102C_mRNA	YCR102C
YCR108C_mRNA	YCR108C
YDL248W_mRNA	YDL248W
YDL247W-A_mRNA	YDL247W-A
YDL247W_mRNA	YDL247W
YDL244W_mRNA	YDL244W
YDL242W_mRNA	YDL242W
YDL241W_mRNA	YDL241W
YDL240W_mRNA	YDL240W
YDL237W_mRNA	YDL237W
YDL236W_mRNA	YDL236W
YDL233W_mRNA	YDL233W
YDL232W_mRNA	YDL232W
YDL230W_mRNA	YDL230W
YDL229W_mRNA	YDL229W
YDL225W_mRNA	YDL225W
YDL221W_mRNA	YDL221W
YDL219W_mRNA	YDL219W
YDL218W_mRNA	YDL218W
YDL212W_mRNA	YDL212W
tG(GCC)D1_tRNA	tG(GCC)D1
YDL210W_mRNA	YDL210W
YDL208W_mRNA	YDL208W
YDL207W_mRNA	YDL207W
YDL206W_mRNA	YDL206W
YDL204W_mRNA	YDL204W
YDL202W_mRNA	YDL202W
YDL201W_mRNA	YDL201W
YDL196W_mRNA	YDL196W
YDL195W_mRNA	YDL195W
YDL194W_mRNA	YDL194W
YDL193W_mRNA	YDL193W
YDL192W_mRNA	YDL192W
YDL191W_mRNA	YDL191W
YDL189W_mRNA	YDL189W
YDL186W_mRNA	YDL186W
YDL185W_mRNA	YDL185W
YDL182W_mRNA	YDL182W
YDL181W_mRNA	YDL181W
YDL180W_mRNA	YDL180W
YDL179W_mRNA	YDL179W
YDL178W_mRNA	YDL178W
YDL176W_mRNA	YDL176W
YDL173W_mRNA	YDL173W
YDL170W_mRNA	YDL170W
YDL168W_mRNA	YDL168W
YDL165W_mRNA	YDL165W
YDL163W_mRNA	YDL163W
YDL161W_mRNA	YDL161W
YDL159W-A_mRNA	YDL159W-A
YDL159W_mRNA	YDL159W
YDL156W_mRNA	YDL156W
YDL155W_mRNA	YDL155W
YDL154W_mRNA	YDL154W
YDL152W_mRNA	YDL152W
YDL150W_mRNA	YDL150W
YDL149W_mRNA	YDL149W
YDL147W_mRNA	YDL147W
YDL146W_mRNA	YDL146W
YDL143W_mRNA	YDL143W
YDL141W_mRNA	YDL141W
YDL138W_mRNA	YDL138W
YDL137W_mRNA	YDL137W
YDL136W_mRNA	YDL136W
YDL133W_mRNA	YDL133W
YDL132W_mRNA	YDL132W
YDL131W_mRNA	YDL131W
YDL130W-A_mRNA	YDL130W-A
YDL130W_mRNA	YDL130W
YDL129W_mRNA	YDL129W
YDL128W_mRNA	YDL128W
YDL127W_mRNA	YDL127W
YDL124W_mRNA	YDL124W
YDL123W_mRNA	YDL123W
YDL122W_mRNA	YDL122W
YDL120W_mRNA	YDL120W
YDL118W_mRNA	YDL118W
YDL117W_mRNA	YDL117W
YDL116W_mRNA	YDL116W
YDL114W-A_mRNA	YDL114W-A
YDL114W_mRNA	YDL114W
YDL112W_mRNA	YDL112W
YDL108W_mRNA	YDL108W
YDL107W_mRNA	YDL107W
YDL105W_mRNA	YDL105W
YDL102W_mRNA	YDL102W
YDL099W_mRNA	YDL099W
YDL095W_mRNA	YDL095W
YDL093W_mRNA	YDL093W
YDL092W_mRNA	YDL092W
YDL089W_mRNA	YDL089W
YDL086W_mRNA	YDL086W
YDL085W_mRNA	YDL085W
YDL084W_mRNA	YDL084W
YDL082W_mRNA	YDL082W
YDL075W_mRNA	YDL075W
YDL073W_mRNA	YDL073W
YDL070W_mRNA	YDL070W
YDL068W_mRNA	YDL068W
YDL066W_mRNA	YDL066W
YDL064W_mRNA	YDL064W
YDL062W_mRNA	YDL062W
YDL060W_mRNA	YDL060W
YDL058W_mRNA	YDL058W
YDL057W_mRNA	YDL057W
YDL056W_mRNA	YDL056W
tK(UUU)D_tRNA	tK(UUU)D
YDL051W_mRNA	YDL051W
YDL047W_mRNA	YDL047W
YDL046W_mRNA	YDL046W
YDL045W-A_mRNA	YDL045W-A
YDL041W_mRNA	YDL041W
YDL034W_mRNA	YDL034W
YDL032W_mRNA	YDL032W
YDL031W_mRNA	YDL031W
YDL030W_mRNA	YDL030W
YDL029W_mRNA	YDL029W
YDL026W_mRNA	YDL026W
YDL025W-A_mRNA	YDL025W-A
tA(AGC)D_tRNA	tA(AGC)D
YDL022W_mRNA	YDL022W
YDL021W_mRNA	YDL021W
YDL017W_mRNA	YDL017W
YDL014W_mRNA	YDL014W
YDL013W_mRNA	YDL013W
YDL010W_mRNA	YDL010W
YDL008W_mRNA	YDL008W
tS(AGA)D1_tRNA	tS(AGA)D1
YDL007W_mRNA	YDL007W
YDL006W_mRNA	YDL006W
YDL004W_mRNA	YDL004W
YDL003W_mRNA	YDL003W
YDL001W_mRNA	YDL001W
YDR002W_mRNA	YDR002W
YDR003W_mRNA	YDR003W
YDR003W-A_mRNA	YDR003W-A
YDR004W_mRNA	YDR004W
YDR007W_mRNA	YDR007W
YDR009W_mRNA	YDR009W
YDR011W_mRNA	YDR011W
YDR012W_mRNA	YDR012W
YDR013W_mRNA	YDR013W
YDR014W_mRNA	YDR014W
YDR014W-A_mRNA	YDR014W-A
YDR021W_mRNA	YDR021W
YDR023W_mRNA	YDR023W
YDR024W_mRNA	YDR024W
YDR025W_mRNA	YDR025W
YDR029W_mRNA	YDR029W
YDR031W_mRNA	YDR031W
YDR033W_mRNA	YDR033W
tL(UAA)D_tRNA	tL(UAA)D
tQ(UUG)D1_tRNA	tQ(UUG)D1
YDR034W-B_mRNA	YDR034W-B
YDR035W_mRNA	YDR035W
YDR037W_mRNA	YDR037W
YDR041W_mRNA	YDR041W
YDR044W_mRNA	YDR044W
YDR047W_mRNA	YDR047W
YDR049W_mRNA	YDR049W
YDR053W_mRNA	YDR053W
YDR055W_mRNA	YDR055W
YDR057W_mRNA	YDR057W
tR(UCU)D_tRNA	tR(UCU)D
tD(GUC)D_tRNA	tD(GUC)D
YDR060W_mRNA	YDR060W
YDR061W_mRNA	YDR061W
YDR062W_mRNA	YDR062W
YDR063W_mRNA	YDR063W
YDR064W_mRNA	YDR064W
YDR065W_mRNA	YDR065W
YDR068W_mRNA	YDR068W
YDR073W_mRNA	YDR073W
YDR074W_mRNA	YDR074W
YDR075W_mRNA	YDR075W
YDR076W_mRNA	YDR076W
YDR077W_mRNA	YDR077W
YDR079W_mRNA	YDR079W
YDR080W_mRNA	YDR080W
YDR082W_mRNA	YDR082W
YDR083W_mRNA	YDR083W
YDR089W_mRNA	YDR089W
YDR092W_mRNA	YDR092W
YDR093W_mRNA	YDR093W
YDR094W_mRNA	YDR094W
YDR096W_mRNA	YDR096W
YDR099W_mRNA	YDR099W
YDR100W_mRNA	YDR100W
YDR103W_mRNA	YDR103W
YDR106W_mRNA	YDR106W
YDR108W_mRNA	YDR108W
YDR110W_mRNA	YDR110W
YDR112W_mRNA	YDR112W
YDR115W_mRNA	YDR115W
YDR118W_mRNA	YDR118W
YDR118W-A_mRNA	YDR118W-A
YDR119W_mRNA	YDR119W
YDR119W-A_mRNA	YDR119W-A
YDR121W_mRNA	YDR121W
YDR122W_mRNA	YDR122W
YDR124W_mRNA	YDR124W
YDR126W_mRNA	YDR126W
YDR127W_mRNA	YDR127W
YDR128W_mRNA	YDR128W
YDR137W_mRNA	YDR137W
YDR138W_mRNA	YDR138W
YDR140W_mRNA	YDR140W
YDR145W_mRNA	YDR145W
YDR147W_mRNA	YDR147W
YDR150W_mRNA	YDR150W
YDR152W_mRNA	YDR152W
YDR156W_mRNA	YDR156W
YDR157W_mRNA	YDR157W
YDR158W_mRNA	YDR158W
YDR159W_mRNA	YDR159W
YDR160W_mRNA	YDR160W
YDR161W_mRNA	YDR161W
YDR163W_mRNA	YDR163W
YDR165W_mRNA	YDR165W
YDR167W_mRNA	YDR167W
YDR168W_mRNA	YDR168W
YDR170W-A	YDR170W-A
YDR171W_mRNA	YDR171W
YDR172W_mRNA	YDR172W
YDR174W_mRNA	YDR174W
YDR176W_mRNA	YDR176W
YDR177W_mRNA	YDR177W
YDR178W_mRNA	YDR178W
YDR179W-A_mRNA	YDR179W-A
YDR180W_mRNA	YDR180W
YDR182W_mRNA	YDR182W
YDR182W-A_mRNA	YDR182W-A
YDR183W_mRNA	YDR183W
YDR188W_mRNA	YDR188W
YDR189W_mRNA	YDR189W
YDR191W_mRNA	YDR191W
YDR193W_mRNA	YDR193W
YDR194W-A_mRNA	YDR194W-A
YDR195W_mRNA	YDR195W
YDR197W_mRNA	YDR197W
YDR199W_mRNA	YDR199W
YDR201W_mRNA	YDR201W
YDR203W_mRNA	YDR203W
YDR204W_mRNA	YDR204W
YDR205W_mRNA	YDR205W
YDR206W_mRNA	YDR206W
YDR208W_mRNA	YDR208W
YDR210W_mRNA	YDR210W
YDR210W-A	YDR210W-A
YDR210W-B	YDR210W-B
tI(UAU)D_tRNA	tI(UAU)D
YDR211W_mRNA	YDR211W
YDR212W_mRNA	YDR212W
YDR213W_mRNA	YDR213W
YDR214W_mRNA	YDR214W
YDR216W_mRNA	YDR216W
YDR221W_mRNA	YDR221W
YDR222W_mRNA	YDR222W
YDR223W_mRNA	YDR223W
YDR225W_mRNA	YDR225W
YDR226W_mRNA	YDR226W
YDR227W_mRNA	YDR227W
YDR229W_mRNA	YDR229W
YDR230W_mRNA	YDR230W
YDR232W_mRNA	YDR232W
YDR234W_mRNA	YDR234W
YDR235W_mRNA	YDR235W
YDR237W_mRNA	YDR237W
YDR241W_mRNA	YDR241W
tY(GUA)D_tRNA	tY(GUA)D
YDR242W_mRNA	YDR242W
YDR244W_mRNA	YDR244W
YDR245W_mRNA	YDR245W
YDR246W_mRNA	YDR246W
YDR246W-A_mRNA	YDR246W-A
YDR247W_mRNA	YDR247W
YDR251W_mRNA	YDR251W
YDR252W_mRNA	YDR252W
YDR254W_mRNA	YDR254W
YDR261W-A	YDR261W-A
YDR261W-B	YDR261W-B
tG(GCC)D2_tRNA	tG(GCC)D2
YDR262W_mRNA	YDR262W
YDR265W_mRNA	YDR265W
YDR268W_mRNA	YDR268W
YDR270W_mRNA	YDR270W
YDR272W_mRNA	YDR272W
YDR273W_mRNA	YDR273W
YDR275W_mRNA	YDR275W
YDR279W_mRNA	YDR279W
YDR280W_mRNA	YDR280W
YDR285W_mRNA	YDR285W
YDR287W_mRNA	YDR287W
YDR288W_mRNA	YDR288W
YDR290W_mRNA	YDR290W
YDR291W_mRNA	YDR291W
YDR296W_mRNA	YDR296W
YDR297W_mRNA	YDR297W
YDR299W_mRNA	YDR299W
YDR301W_mRNA	YDR301W
YDR302W_mRNA	YDR302W
YDR307W_mRNA	YDR307W
YDR311W_mRNA	YDR311W
YDR312W_mRNA	YDR312W
YDR316W_mRNA	YDR316W
YDR316W-A	YDR316W-A
YDR316W-B	YDR316W-B
YDR317W_mRNA	YDR317W
YDR318W_mRNA	YDR318W
YDR320W-B_mRNA	YDR320W-B
YDR321W_mRNA	YDR321W
YDR322W_mRNA	YDR322W
YDR325W_mRNA	YDR325W
YDR327W_mRNA	YDR327W
YDR330W_mRNA	YDR330W
YDR331W_mRNA	YDR331W
YDR332W_mRNA	YDR332W
YDR334W_mRNA	YDR334W
YDR335W_mRNA	YDR335W
YDR336W_mRNA	YDR336W
YDR337W_mRNA	YDR337W
YDR340W_mRNA	YDR340W
YDR347W_mRNA	YDR347W
tM(CAU)D_tRNA	tM(CAU)D
YDR351W_mRNA	YDR351W
YDR352W_mRNA	YDR352W
YDR353W_mRNA	YDR353W
YDR354W_mRNA	YDR354W
YDR356W_mRNA	YDR356W
YDR358W_mRNA	YDR358W
YDR360W_mRNA	YDR360W
YDR363W_mRNA	YDR363W
tK(CUU)D1_tRNA	tK(CUU)D1
YDR363W-A_mRNA	YDR363W-A
YDR365W-A	YDR365W-A
YDR365W-B	YDR365W-B
YDR367W_mRNA	YDR367W
YDR368W_mRNA	YDR368W
YDR371W_mRNA	YDR371W
YDR373W_mRNA	YDR373W
YDR374W-A_mRNA	YDR374W-A
YDR376W_mRNA	YDR376W
YDR377W_mRNA	YDR377W
YDR379W_mRNA	YDR379W
YDR380W_mRNA	YDR380W
YDR381W_mRNA	YDR381W
YDR382W_mRNA	YDR382W
YDR385W_mRNA	YDR385W
YDR386W_mRNA	YDR386W
YDR388W_mRNA	YDR388W
YDR389W_mRNA	YDR389W
YDR392W_mRNA	YDR392W
YDR393W_mRNA	YDR393W
YDR394W_mRNA	YDR394W
YDR395W_mRNA	YDR395W
YDR396W_mRNA	YDR396W
YDR398W_mRNA	YDR398W
YDR399W_mRNA	YDR399W
YDR400W_mRNA	YDR400W
YDR401W_mRNA	YDR401W
YDR403W_mRNA	YDR403W
YDR405W_mRNA	YDR405W
YDR406W_mRNA	YDR406W
YDR406W-A_mRNA	YDR406W-A
YDR409W_mRNA	YDR409W
YDR412W_mRNA	YDR412W
YDR416W_mRNA	YDR416W
YDR418W_mRNA	YDR418W
YDR419W_mRNA	YDR419W
tS(AGA)D3_tRNA	tS(AGA)D3
YDR420W_mRNA	YDR420W
YDR421W_mRNA	YDR421W
YDR425W_mRNA	YDR425W
YDR427W_mRNA	YDR427W
YDR431W_mRNA	YDR431W
YDR432W_mRNA	YDR432W
YDR433W_mRNA	YDR433W
YDR434W_mRNA	YDR434W
YDR436W_mRNA	YDR436W
YDR437W_mRNA	YDR437W
YDR438W_mRNA	YDR438W
YDR439W_mRNA	YDR439W
YDR440W_mRNA	YDR440W
YDR442W_mRNA	YDR442W
YDR444W_mRNA	YDR444W
YDR446W_mRNA	YDR446W
YDR448W_mRNA	YDR448W
YDR450W_mRNA	YDR450W
YDR452W_mRNA	YDR452W
YDR456W_mRNA	YDR456W
YDR457W_mRNA	YDR457W
YDR460W_mRNA	YDR460W
YDR461W_mRNA	YDR461W
YDR462W_mRNA	YDR462W
YDR463W_mRNA	YDR463W
YDR464W_mRNA	YDR464W
YDR466W_mRNA	YDR466W
YDR469W_mRNA	YDR469W
YDR471W_mRNA	YDR471W
snR13_snoRNA	snR13
YDR472W_mRNA	YDR472W
YDR477W_mRNA	YDR477W
YDR478W_mRNA	YDR478W
YDR480W_mRNA	YDR480W
YDR483W_mRNA	YDR483W
YDR484W_mRNA	YDR484W
YDR489W_mRNA	YDR489W
YDR492W_mRNA	YDR492W
YDR493W_mRNA	YDR493W
YDR494W_mRNA	YDR494W
YDR499W_mRNA	YDR499W
YDR501W_mRNA	YDR501W
YDR509W_mRNA	YDR509W
YDR510W_mRNA	YDR510W
YDR511W_mRNA	YDR511W
YDR513W_mRNA	YDR513W
YDR515W_mRNA	YDR515W
YDR517W_mRNA	YDR517W
YDR518W_mRNA	YDR518W
YDR519W_mRNA	YDR519W
YDR521W_mRNA	YDR521W
YDR524W-C_mRNA	YDR524W-C
YDR525W_mRNA	YDR525W
YDR525W-A_mRNA	YDR525W-A
YDR527W_mRNA	YDR527W
YDR528W_mRNA	YDR528W
YDR531W_mRNA	YDR531W
YDR536W_mRNA	YDR536W
YDR538W_mRNA	YDR538W
YDR539W_mRNA	YDR539W
YDR542W_mRNA	YDR542W
YDR545W_mRNA	YDR545W
YDL246C_mRNA	YDL246C
YDL245C_mRNA	YDL245C
YDL243C_mRNA	YDL243C
YDL240C-A_mRNA	YDL240C-A
YDL239C_mRNA	YDL239C
YDL238C_mRNA	YDL238C
YDL235C_mRNA	YDL235C
YDL234C_mRNA	YDL234C
YDL231C_mRNA	YDL231C
YDL228C_mRNA	YDL228C
YDL227C_mRNA	YDL227C
YDL226C_mRNA	YDL226C
YDL224C_mRNA	YDL224C
YDL223C_mRNA	YDL223C
YDL222C_mRNA	YDL222C
YDL220C_mRNA	YDL220C
YDL217C_mRNA	YDL217C
YDL216C_mRNA	YDL216C
YDL215C_mRNA	YDL215C
YDL214C_mRNA	YDL214C
YDL213C_mRNA	YDL213C
YDL211C_mRNA	YDL211C
YDL209C_mRNA	YDL209C
YDL205C_mRNA	YDL205C
YDL203C_mRNA	YDL203C
YDL200C_mRNA	YDL200C
YDL199C_mRNA	YDL199C
YDL198C_mRNA	YDL198C
YDL197C_mRNA	YDL197C
YDL190C_mRNA	YDL190C
YDL188C_mRNA	YDL188C
YDL187C_mRNA	YDL187C
YDL185C-A_mRNA	YDL185C-A
YDL184C_mRNA	YDL184C
YDL183C_mRNA	YDL183C
YDL177C_mRNA	YDL177C
YDL175C_mRNA	YDL175C
YDL174C_mRNA	YDL174C
YDL172C_mRNA	YDL172C
YDL171C_mRNA	YDL171C
YDL169C_mRNA	YDL169C
YDL167C_mRNA	YDL167C
YDL166C_mRNA	YDL166C
YDL164C_mRNA	YDL164C
YDL162C_mRNA	YDL162C
YDL160C-A_mRNA	YDL160C-A
YDL160C_mRNA	YDL160C
YDL159C-B_mRNA	YDL159C-B
YDL158C_mRNA	YDL158C
YDL157C_mRNA	YDL157C
YDL153C_mRNA	YDL153C
YDL151C_mRNA	YDL151C
YDL148C_mRNA	YDL148C
YDL145C_mRNA	YDL145C
YDL144C_mRNA	YDL144C
YDL142C_mRNA	YDL142C
YDL140C_mRNA	YDL140C
YDL139C_mRNA	YDL139C
YDL135C_mRNA	YDL135C
YDL134C_mRNA	YDL134C
YDL133C-A_mRNA	YDL133C-A
YDL126C_mRNA	YDL126C
YDL125C_mRNA	YDL125C
YDL121C_mRNA	YDL121C
YDL119C_mRNA	YDL119C
YDL115C_mRNA	YDL115C
YDL113C_mRNA	YDL113C
YDL111C_mRNA	YDL111C
YDL110C_mRNA	YDL110C
YDL109C_mRNA	YDL109C
YDL106C_mRNA	YDL106C
YDL104C_mRNA	YDL104C
YDL103C_mRNA	YDL103C
YDL101C_mRNA	YDL101C
YDL100C_mRNA	YDL100C
YDL098C_mRNA	YDL098C
YDL097C_mRNA	YDL097C
YDL096C_mRNA	YDL096C
YDL094C_mRNA	YDL094C
YDL091C_mRNA	YDL091C
YDL090C_mRNA	YDL090C
YDL088C_mRNA	YDL088C
YDL087C_mRNA	YDL087C
YDL086C-A_mRNA	YDL086C-A
YDL085C-A_mRNA	YDL085C-A
YDL083C_mRNA	YDL083C
YDL081C_mRNA	YDL081C
YDL080C_mRNA	YDL080C
YDL079C_mRNA	YDL079C
YDL078C_mRNA	YDL078C
YDL077C_mRNA	YDL077C
YDL076C_mRNA	YDL076C
snR63_snoRNA	snR63
YDL074C_mRNA	YDL074C
YDL072C_mRNA	YDL072C
YDL071C_mRNA	YDL071C
YDL069C_mRNA	YDL069C
YDL067C_mRNA	YDL067C
YDL065C_mRNA	YDL065C
YDL063C_mRNA	YDL063C
YDL061C_mRNA	YDL061C
YDL059C_mRNA	YDL059C
YDL055C_mRNA	YDL055C
YDL054C_mRNA	YDL054C
YDL053C_mRNA	YDL053C
YDL052C_mRNA	YDL052C
YDL050C_mRNA	YDL050C
YDL049C_mRNA	YDL049C
YDL048C_mRNA	YDL048C
YDL045C_mRNA	YDL045C
YDL044C_mRNA	YDL044C
YDL043C_mRNA	YDL043C
YDL042C_mRNA	YDL042C
YDL040C_mRNA	YDL040C
YDL039C_mRNA	YDL039C
YDL037C_mRNA	YDL037C
YDL036C_mRNA	YDL036C
YDL035C_mRNA	YDL035C
YDL033C_mRNA	YDL033C
YDL028C_mRNA	YDL028C
YDL027C_mRNA	YDL027C
YDL025C_mRNA	YDL025C
YDL024C_mRNA	YDL024C
YDL022C-A_mRNA	YDL022C-A
YDL023C_mRNA	YDL023C
YDL020C_mRNA	YDL020C
YDL019C_mRNA	YDL019C
YDL018C_mRNA	YDL018C
YDL016C_mRNA	YDL016C
YDL015C_mRNA	YDL015C
YDL012C_mRNA	YDL012C
YDL011C_mRNA	YDL011C
YDL009C_mRNA	YDL009C
tT(AGU)D_tRNA	tT(AGU)D
YDL007C-A_mRNA	YDL007C-A
YDL005C_mRNA	YDL005C
YDL002C_mRNA	YDL002C
YDR001C_mRNA	YDR001C
YDR005C_mRNA	YDR005C
YDR006C_mRNA	YDR006C
YDR008C_mRNA	YDR008C
YDR010C_mRNA	YDR010C
YDR015C_mRNA	YDR015C
YDR016C_mRNA	YDR016C
YDR017C_mRNA	YDR017C
YDR018C_mRNA	YDR018C
YDR019C_mRNA	YDR019C
YDR020C_mRNA	YDR020C
YDR022C_mRNA	YDR022C
tV(UAC)D_tRNA	tV(UAC)D
YDR026C_mRNA	YDR026C
YDR027C_mRNA	YDR027C
YDR028C_mRNA	YDR028C
YDR030C_mRNA	YDR030C
YDR032C_mRNA	YDR032C
YDR034C_mRNA	YDR034C
YDR034C-D	YDR034C-D
YDR034C-C	YDR034C-C
YDR034C-A_mRNA	YDR034C-A
YDR036C_mRNA	YDR036C
YDR038C_mRNA	YDR038C
YDR039C_mRNA	YDR039C
YDR040C_mRNA	YDR040C
YDR042C_mRNA	YDR042C
snR47_snoRNA	snR47
YDR043C_mRNA	YDR043C
YDR045C_mRNA	YDR045C
YDR046C_mRNA	YDR046C
YDR048C_mRNA	YDR048C
YDR050C_mRNA	YDR050C
YDR051C_mRNA	YDR051C
YDR052C_mRNA	YDR052C
YDR054C_mRNA	YDR054C
YDR056C_mRNA	YDR056C
YDR058C_mRNA	YDR058C
YDR059C_mRNA	YDR059C
YDR066C_mRNA	YDR066C
YDR067C_mRNA	YDR067C
YDR069C_mRNA	YDR069C
YDR070C_mRNA	YDR070C
YDR071C_mRNA	YDR071C
YDR072C_mRNA	YDR072C
YDR078C_mRNA	YDR078C
YDR079C-A_mRNA	YDR079C-A
YDR081C_mRNA	YDR081C
YDR084C_mRNA	YDR084C
YDR085C_mRNA	YDR085C
YDR086C_mRNA	YDR086C
YDR087C_mRNA	YDR087C
YDR088C_mRNA	YDR088C
tR(ACG)D_tRNA	tR(ACG)D
YDR090C_mRNA	YDR090C
YDR091C_mRNA	YDR091C
YDR095C_mRNA	YDR095C
YDR097C_mRNA	YDR097C
YDR098C_mRNA	YDR098C
tQ(UUG)D2_tRNA	tQ(UUG)D2
YDR098C-B	YDR098C-B
YDR098C-A	YDR098C-A
YDR101C_mRNA	YDR101C
YDR102C_mRNA	YDR102C
YDR104C_mRNA	YDR104C
YDR105C_mRNA	YDR105C
tI(AAU)D_tRNA	tI(AAU)D
YDR107C_mRNA	YDR107C
YDR109C_mRNA	YDR109C
YDR111C_mRNA	YDR111C
YDR113C_mRNA	YDR113C
YDR114C_mRNA	YDR114C
YDR116C_mRNA	YDR116C
YDR117C_mRNA	YDR117C
YDR120C_mRNA	YDR120C
YDR123C_mRNA	YDR123C
YDR125C_mRNA	YDR125C
YDR129C_mRNA	YDR129C
YDR130C_mRNA	YDR130C
YDR131C_mRNA	YDR131C
YDR132C_mRNA	YDR132C
YDR133C_mRNA	YDR133C
YDR135C_mRNA	YDR135C
YDR136C_mRNA	YDR136C
YDR139C_mRNA	YDR139C
YDR141C_mRNA	YDR141C
YDR142C_mRNA	YDR142C
YDR143C_mRNA	YDR143C
YDR144C_mRNA	YDR144C
YDR146C_mRNA	YDR146C
YDR148C_mRNA	YDR148C
YDR149C_mRNA	YDR149C
YDR151C_mRNA	YDR151C
YDR153C_mRNA	YDR153C
YDR154C_mRNA	YDR154C
YDR155C_mRNA	YDR155C
YDR162C_mRNA	YDR162C
YDR164C_mRNA	YDR164C
YDR166C_mRNA	YDR166C
YDR169C_mRNA	YDR169C
YDR169C-A_mRNA	YDR169C-A
YDR170C_mRNA	YDR170C
tQ(UUG)D3_tRNA	tQ(UUG)D3
YDR173C_mRNA	YDR173C
YDR175C_mRNA	YDR175C
YDR179C_mRNA	YDR179C
YDR181C_mRNA	YDR181C
YDR183C-A_mRNA	YDR183C-A
YDR184C_mRNA	YDR184C
YDR185C_mRNA	YDR185C
YDR186C_mRNA	YDR186C
YDR187C_mRNA	YDR187C
YDR190C_mRNA	YDR190C
YDR192C_mRNA	YDR192C
YDR194C_mRNA	YDR194C
YDR196C_mRNA	YDR196C
YDR198C_mRNA	YDR198C
YDR200C_mRNA	YDR200C
YDR202C_mRNA	YDR202C
YDR207C_mRNA	YDR207C
YDR209C_mRNA	YDR209C
YDR210C-D	YDR210C-D
YDR210C-C	YDR210C-C
YDR215C_mRNA	YDR215C
YDR217C_mRNA	YDR217C
YDR218C_mRNA	YDR218C
YDR219C_mRNA	YDR219C
YDR220C_mRNA	YDR220C
YDR224C_mRNA	YDR224C
YDR228C_mRNA	YDR228C
YDR231C_mRNA	YDR231C
YDR233C_mRNA	YDR233C
YDR236C_mRNA	YDR236C
YDR238C_mRNA	YDR238C
YDR239C_mRNA	YDR239C
YDR240C_mRNA	YDR240C
YDR243C_mRNA	YDR243C
YDR248C_mRNA	YDR248C
YDR249C_mRNA	YDR249C
YDR250C_mRNA	YDR250C
YDR253C_mRNA	YDR253C
YDR255C_mRNA	YDR255C
YDR256C_mRNA	YDR256C
YDR257C_mRNA	YDR257C
YDR258C_mRNA	YDR258C
YDR259C_mRNA	YDR259C
YDR260C_mRNA	YDR260C
YDR261C_mRNA	YDR261C
tS(AGA)D2_tRNA	tS(AGA)D2
YDR261C-D	YDR261C-D
YDR261C-C	YDR261C-C
YDR263C_mRNA	YDR263C
YDR264C_mRNA	YDR264C
YDR266C_mRNA	YDR266C
YDR267C_mRNA	YDR267C
YDR269C_mRNA	YDR269C
YDR271C_mRNA	YDR271C
YDR274C_mRNA	YDR274C
YDR276C_mRNA	YDR276C
YDR277C_mRNA	YDR277C
YDR278C_mRNA	YDR278C
tE(CUC)D_tRNA	tE(CUC)D
YDR281C_mRNA	YDR281C
YDR282C_mRNA	YDR282C
YDR283C_mRNA	YDR283C
YDR284C_mRNA	YDR284C
YDR286C_mRNA	YDR286C
YDR289C_mRNA	YDR289C
YDR292C_mRNA	YDR292C
YDR293C_mRNA	YDR293C
YDR294C_mRNA	YDR294C
YDR295C_mRNA	YDR295C
YDR298C_mRNA	YDR298C
YDR300C_mRNA	YDR300C
YDR303C_mRNA	YDR303C
YDR304C_mRNA	YDR304C
YDR305C_mRNA	YDR305C
YDR306C_mRNA	YDR306C
tV(CAC)D_tRNA	tV(CAC)D
YDR308C_mRNA	YDR308C
YDR309C_mRNA	YDR309C
YDR310C_mRNA	YDR310C
YDR313C_mRNA	YDR313C
YDR314C_mRNA	YDR314C
YDR315C_mRNA	YDR315C
tF(GAA)D_tRNA	tF(GAA)D
YDR319C_mRNA	YDR319C
YDR320C_mRNA	YDR320C
YDR320C-A_mRNA	YDR320C-A
YDR322C-A_mRNA	YDR322C-A
YDR323C_mRNA	YDR323C
YDR324C_mRNA	YDR324C
YDR326C_mRNA	YDR326C
YDR328C_mRNA	YDR328C
YDR329C_mRNA	YDR329C
YDR333C_mRNA	YDR333C
YDR338C_mRNA	YDR338C
YDR339C_mRNA	YDR339C
tX(XXX)D_tRNA	tX(XXX)D
YDR341C_mRNA	YDR341C
YDR342C_mRNA	YDR342C
YDR343C_mRNA	YDR343C
YDR344C_mRNA	YDR344C
YDR345C_mRNA	YDR345C
YDR346C_mRNA	YDR346C
YDR348C_mRNA	YDR348C
YDR349C_mRNA	YDR349C
YDR350C_mRNA	YDR350C
YDR354C-A_mRNA	YDR354C-A
YDR355C_mRNA	YDR355C
YDR357C_mRNA	YDR357C
YDR359C_mRNA	YDR359C
YDR361C_mRNA	YDR361C
YDR362C_mRNA	YDR362C
YDR364C_mRNA	YDR364C
YDR365C_mRNA	YDR365C
YDR366C_mRNA	YDR366C
YDR369C_mRNA	YDR369C
YDR370C_mRNA	YDR370C
YDR371C-A_mRNA	YDR371C-A
YDR372C_mRNA	YDR372C
YDR374C_mRNA	YDR374C
YDR375C_mRNA	YDR375C
YDR378C_mRNA	YDR378C
YDR379C-A_mRNA	YDR379C-A
